date,avg (temperature),max (temperature),min (temperature),avg (humidity),max (humidity),min (humidity),power,label,avg(wind speed),avg(local pressure),avg(cloud cover),avg(ground temperature),avg(evaporation volume),sun_rise,sun_max,sun_set,day_duration,night_duration,day_avg_temperature_app,night_avg_temperature_app,Nitrogen Dioxide Concentration (ppm),Ozone Concentration (ppm),Carbon Monoxide Concentration (ppm),Sulfur Dioxide Concentration (ppm),Particulate Matter (㎍/㎥),Fine Particulate Matter (㎍/㎥),AQI
2021-04-19,12.12,19.0,5.8,65.83,87,45,247.05,0,2.4,999.0,2.3,12.0,5.2,5:52,12:31:11,19:11,0 days 13:19:00,0 days 10:41:00,15.56,8.959999999999999,0.022,0.034,0.4,0.004,43.0,20.0,119.0
2021-04-20,14.7,21.8,8.3,56.52,89,30,185.92,0,2.4,999.8,9.5,12.2,1.0,5:50,12:30:58,19:12,0 days 13:22:00,0 days 10:38:00,18.25,11.5,0.033,0.034,0.5,0.004,57.0,30.0,152.0
2021-04-21,19.01,28.1,10.4,43.96,65,23,222.57,0,2.5,1002.0,3.8,12.5,5.6,5:49,12:30:46,19:13,0 days 13:24:00,0 days 10:36:00,23.555,14.705000000000002,0.041,0.039,0.6,0.005,72.0,35.0,160.0
2021-04-22,20.94,27.5,16.1,37.87,53,22,216.94,0,2.6,1009.0,7.6,12.7,5.7,5:48,12:30:34,19:14,0 days 13:26:00,0 days 10:34:00,24.22,18.520000000000003,0.033,0.048,0.5,0.005,70.0,36.0,158.0
2021-04-23,19.09,21.7,17.1,42.74,58,31,201.12,0,2.1,1012.0,8.0,12.9,5.1,5:47,12:30:23,19:15,0 days 13:28:00,0 days 10:32:00,20.395,18.095,0.018,0.036,0.4,0.003,40.0,20.0,112.0
2021-04-24,18.33,22.0,15.5,40.74,65,26,171.69,0,2.7,1011.8,5.8,13.1,4.1,5:45,12:30:12,19:16,0 days 13:31:00,0 days 10:29:00,20.165,16.915,0.014,0.033,0.3,0.003,22.0,11.0,72.0
2021-04-25,18.2,23.9,12.6,51.04,76,31,237.95,0,1.9,1004.9,9.4,13.2,1.3,5:44,12:30:02,19:17,0 days 13:33:00,0 days 10:27:00,21.05,15.4,0.01,0.033,0.3,0.003,23.0,12.0,74.0
2021-04-26,16.41,20.2,12.4,49.96,76,30,134.76,0,3.1,1003.2,4.5,13.4,2.4,5:43,12:29:52,19:18,0 days 13:35:00,0 days 10:25:00,18.305,14.405,0.015,0.036,0.3,0.003,27.0,12.0,82.0
2021-04-27,15.37,19.6,12.6,60.35,77,39,190.35,0,1.9,1009.3,0.5,13.3,4.5,5:42,12:29:43,19:18,0 days 13:36:00,0 days 10:24:00,17.485,13.985,0.019,0.031,0.4,0.004,27.0,13.0,82.0
2021-04-28,14.56,17.9,11.3,66.26,95,37,120.84,0,2.1,1005.5,6.4,13.3,3.5,5:40,12:29:34,19:19,0 days 13:39:00,0 days 10:21:00,16.23,12.93,0.023,0.027,0.4,0.003,57.0,22.0,152.0
2021-04-29,14.95,19.7,11.0,50.96,77,35,204.76,0,2.9,996.2,9.6,13.4,1.3,5:39,12:29:26,19:20,0 days 13:41:00,0 days 10:19:00,17.325,12.975,0.025,0.026,0.4,0.003,62.0,20.0,154.0
2021-04-30,11.33,14.1,8.7,82.26,95,67,155.79,0,3.3,999.6,6.1,13.5,3.2,5:38,12:29:18,19:21,0 days 13:43:00,0 days 10:17:00,12.715,10.015,0.02,0.033,0.4,0.003,33.0,16.0,95.0
2021-05-01,10.51,15.2,8.6,80.04,92,49,168.24,0,2.5,1006.7,3.0,13.6,5.2,5:37,12:29:10,19:22,0 days 13:45:00,0 days 10:15:00,12.855,9.555,0.013,0.029,0.4,0.003,22.0,12.0,72.0
2021-05-02,12.37,18.5,7.4,68.91,96,46,90.49,0,2.1,1011.7,6.6,13.7,4.7,5:36,12:29:04,19:23,0 days 13:47:00,0 days 10:13:00,15.435,9.885,0.011,0.031,0.3,0.003,15.0,7.0,57.0
2021-05-03,14.07,19.8,8.4,57.96,86,30,182.17,0,2.1,1010.1,4.5,13.8,5.1,5:35,12:28:57,19:24,0 days 13:49:00,0 days 10:11:00,16.935000000000002,11.235,0.021,0.028,0.4,0.003,29.0,17.0,87.0
2021-05-04,13.68,15.8,11.4,80.39,100,56,194.89,0,2.1,1002.5,7.9,14.0,3.2,5:33,12:28:52,19:25,0 days 13:52:00,0 days 10:08:00,14.74,12.54,0.032,0.012,0.5,0.003,23.0,14.0,74.0
2021-05-05,14.13,18.2,10.5,65.13,95,33,169.1,0,2.5,992.0,10.0,14.3,0.5,5:32,12:28:46,19:26,0 days 13:54:00,0 days 10:06:00,16.165,12.315,0.013,0.033,0.4,0.003,44.0,11.0,122.0
2021-05-06,15.59,22.7,7.9,47.65,76,29,220.64,0,5.4,996.3,9.3,14.6,1.7,5:31,12:28:42,19:27,0 days 13:56:00,0 days 10:04:00,19.145,11.745,0.023,0.033,0.4,0.003,65.0,17.0,156.0
2021-05-07,14.67,16.9,11.2,59.13,93,42,122.83,0,2.6,1002.3,7.1,15.1,2.9,5:30,12:28:38,19:28,0 days 13:58:00,0 days 10:02:00,15.785,12.935,0.019,0.026,0.4,0.003,373.0,58.0,399.0
2021-05-08,14.28,20.5,8.9,66.3,84,37,171.73,0,2.2,1006.0,2.4,15.0,5.4,5:29,12:28:34,19:28,0 days 13:59:00,0 days 10:01:00,17.39,11.59,0.015,0.029,0.4,0.003,460.0,66.0,468.0
2021-05-09,15.82,21.6,10.1,51.09,85,26,170.09,0,2.3,1005.8,0.9,14.9,5.6,5:28,12:28:31,19:29,0 days 14:01:00,0 days 09:59:00,18.71,12.96,0.014,0.032,0.4,0.003,50.0,12.0,137.0
2021-05-10,13.35,14.5,11.8,67.78,76,62,177.93,0,1.8,1006.2,2.5,14.9,5.3,5:27,12:28:29,19:30,0 days 14:03:00,0 days 09:57:00,13.925,12.575,0.028,0.016,0.4,0.003,20.0,9.0,68.0
2021-05-11,18.29,25.5,9.6,51.17,86,29,258.65,0,2.3,1007.2,2.9,15.0,5.8,5:26,12:28:27,19:31,0 days 14:05:00,0 days 09:55:00,21.895,13.945,0.014,0.03,0.3,0.003,18.0,8.0,63.0
2021-05-12,21.91,27.4,16.9,37.48,55,28,173.25,0,1.8,1006.2,5.0,15.2,4.5,5:25,12:28:26,19:32,0 days 14:07:00,0 days 09:53:00,24.655,19.405,0.017,0.039,0.3,0.003,21.0,10.0,70.0
2021-05-13,22.89,29.5,16.6,53.57,70,38,160.61,0,2.0,1002.5,3.6,15.4,4.4,5:24,12:28:25,19:33,0 days 14:09:00,0 days 09:51:00,26.195,19.745,0.032,0.036,0.5,0.003,41.0,23.0,115.0
2021-05-14,24.1,30.6,18.0,59.87,81,36,177.16,0,2.0,999.0,1.6,15.6,4.9,5:24,12:28:25,19:34,0 days 14:10:00,0 days 09:50:00,27.35,21.05,0.028,0.037,0.5,0.004,49.0,30.0,134.0
2021-05-15,22.06,26.0,20.8,78.09,96,58,195.57,0,2.4,997.9,2.0,15.8,5.9,5:23,12:28:26,19:35,0 days 14:12:00,0 days 09:48:00,24.03,21.43,0.02,0.017,0.4,0.004,40.0,30.0,112.0
2021-05-16,18.77,20.7,15.2,97.43,99,95,198.41,0,2.5,999.9,2.1,16.0,6.6,5:22,12:28:27,19:35,0 days 14:13:00,0 days 09:47:00,19.735,16.985,0.01,0.017,0.3,0.003,5.0,3.0,21.0
2021-05-17,15.3,16.5,14.2,92.74,96,86,187.29,0,3.4,1002.5,4.6,16.2,6.1,5:21,12:28:28,19:36,0 days 14:15:00,0 days 09:45:00,15.9,14.75,0.016,0.014,0.3,0.003,8.0,3.0,33.0
2021-05-18,17.97,24.2,13.7,73.39,97,46,220.05,0,2.1,1000.3,7.1,16.6,3.3,5:20,12:28:31,19:37,0 days 14:17:00,0 days 09:43:00,21.085,15.835,0.025,0.019,0.4,0.003,25.0,13.0,78.0
2021-05-19,19.74,26.4,12.5,52.22,78,33,144.66,0,2.3,998.9,2.4,16.9,4.9,5:20,12:28:34,19:38,0 days 14:18:00,0 days 09:42:00,23.07,16.119999999999997,0.023,0.036,0.4,0.003,29.0,18.0,87.0
2021-05-20,19.06,22.9,16.1,56.57,83,43,210.26,0,3.0,999.7,5.0,17.2,4.8,5:19,12:28:37,19:39,0 days 14:20:00,0 days 09:40:00,20.98,17.58,0.022,0.027,0.4,0.003,22.0,12.0,72.0
2021-05-21,15.98,17.9,14.3,86.43,94,75,242.81,0,3.0,999.1,9.0,17.4,3.8,5:18,12:28:41,19:40,0 days 14:22:00,0 days 09:38:00,16.939999999999998,15.14,0.017,0.027,0.4,0.003,12.0,6.0,50.0
2021-05-22,18.7,23.7,13.8,70.04,93,44,112.47,0,1.9,997.7,6.3,17.7,5.1,5:18,12:28:45,19:40,0 days 14:22:00,0 days 09:38:00,21.2,16.25,0.019,0.032,0.4,0.003,24.0,14.0,76.0
2021-05-23,19.6,24.8,14.4,65.0,87,49,283.64,0,2.2,999.8,0.6,17.9,6.0,5:17,12:28:50,19:41,0 days 14:24:00,0 days 09:36:00,22.200000000000003,17.0,0.016,0.04,0.4,0.003,29.0,19.0,87.0
2021-05-24,19.6,24.3,16.4,58.83,81,30,110.64,0,2.0,1003.8,7.0,18.0,4.5,5:16,12:28:56,19:42,0 days 14:26:00,0 days 09:34:00,21.950000000000003,18.0,0.019,0.032,0.4,0.003,123.0,24.0,186.0
2021-05-25,15.6,19.1,11.9,70.65,94,39,184.1,0,2.4,1005.6,5.4,18.2,6.4,5:16,12:29:02,19:43,0 days 14:27:00,0 days 09:33:00,17.35,13.75,0.017,0.034,0.4,0.003,97.0,21.0,172.0
